UKBB data field	ICD10	PheCode	Lookup text	Curated reported trait	main ontology URI(s)	main ontology label(s)	Publication	User submitted trait	qc_status	qc_resolution_modes	qc_label_match_modes	qc_unresolved_ids	final_update_applied	final_update_reason
-	A90	-	ICD10 A90 dengue disease	ICD10 A90: dengue disease	EFO_0005547	dengue disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A91	-	ICD10 A91 Dengue Hemorrhagic Fever	ICD10 A91: Dengue Hemorrhagic Fever	EFO_0004227	Dengue Hemorrhagic Fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A92	-	ICD10 A92 mosquito-borne hemorragic fever	ICD10 A92: mosquito-borne hemorragic fever	EFO_0009575	mosquito-borne hemorragic fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A92.2	-	ICD10 A92.2 Venezuelan equine encephalitis	ICD10 A92.2: Venezuelan equine encephalitis	EFO_0007534	Venezuelan equine encephalitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A92.3	-	ICD10 A92.3 West Nile fever	ICD10 A92.3: West Nile fever	MONDO_0002282	West Nile fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A92.31	-	ICD10 A92.31 West Nile encephalitis	ICD10 A92.31: West Nile encephalitis	EFO_0007545	West Nile encephalitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A92.5	-	ICD10 A92.5 Zika virus infectious disease	ICD10 A92.5: Zika virus infectious disease	MONDO_0018661	Zika virus infectious disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A93.1	-	ICD10 A93.1 Phlebotomus fever	ICD10 A93.1: Phlebotomus fever	EFO_0007437	Phlebotomus fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A93.2	-	ICD10 A93.2 Colorado tick fever	ICD10 A93.2: Colorado tick fever	EFO_0007213	Colorado tick fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A94	-	ICD10 A94 viral disease	ICD10 A94: viral disease	EFO_0000763	viral disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A96	-	ICD10 A96 Arenavirus hemorrhagic fever	ICD10 A96: Arenavirus hemorrhagic fever	EFO_0007151	Arenavirus hemorrhagic fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A96.2	-	ICD10 A96.2 Lassa fever	ICD10 A96.2: Lassa fever	EFO_0007338	Lassa fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A98.3	-	ICD10 A98.3 Marburg hemorrhagic fever	ICD10 A98.3: Marburg hemorrhagic fever	EFO_0007358	Marburg hemorrhagic fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A98.4	-	ICD10 A98.4 Ebola hemorrhagic fever	ICD10 A98.4: Ebola hemorrhagic fever	EFO_0007243	Ebola hemorrhagic fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A98.5	-	ICD10 A98.5 hantavirus hemorrhagic fever with renal syndrome	ICD10 A98.5: hantavirus hemorrhagic fever with renal syndrome	MONDO_0005784	hantavirus hemorrhagic fever with renal syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B00.0	-	ICD10 B00.0 herpes simplex dermatitis	ICD10 B00.0: herpes simplex dermatitis	MONDO_0004712	herpes simplex dermatitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B03	-	ICD10 B03 smallpox	ICD10 B03: smallpox	MONDO_0004651	smallpox	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B06.01	-	ICD10 B06.01 rubella encephalitis	ICD10 B06.01: rubella encephalitis	MONDO_0020648	rubella encephalitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B07.0	-	ICD10 B07.0 plantar wart	ICD10 B07.0: plantar wart	EFO_1002023	plantar wart	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B07.8	-	ICD10 B07.8 common wart	ICD10 B07.8: common wart	EFO_0009662	common wart	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B08.010	-	ICD10 B08.010 cowpox	ICD10 B08.010: cowpox	EFO_0007225	cowpox	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B08.02	-	ICD10 B08.02 contagious pustular dermatitis	ICD10 B08.02: contagious pustular dermatitis	EFO_0007222	contagious pustular dermatitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B08.1	-	ICD10 B08.1 molluscum contagiosum	ICD10 B08.1: molluscum contagiosum	EFO_0007375	molluscum contagiosum	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B08.2	-	ICD10 B08.2 Exanthema Subitum	ICD10 B08.2: Exanthema Subitum	EFO_1001320	Exanthema Subitum	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B08.3	-	ICD10 B08.3 erythema infectiosum	ICD10 B08.3: erythema infectiosum	EFO_1000693	erythema infectiosum	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B08.4	-	ICD10 B08.4 hand, foot and mouth disease	ICD10 B08.4: hand, foot and mouth disease	EFO_0007294	hand, foot and mouth disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B08.5	-	ICD10 B08.5 herpangina	ICD10 B08.5: herpangina	EFO_0007306	herpangina	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B20	-	ICD10 B20 HIV infection	ICD10 B20: HIV infection	EFO_0000764	HIV infection	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B22	-	ICD10 B22 AIDS-related disease	ICD10 B22: AIDS-related disease	EFO_0009528	AIDS-related disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B23	-	ICD10 B23 AIDS-related disease	ICD10 B23: AIDS-related disease	EFO_0009528	AIDS-related disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B30	-	ICD10 B30 viral conjunctivitis	ICD10 B30: viral conjunctivitis	EFO_0008571	viral conjunctivitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B30.0	-	ICD10 B30.0 epidemic keratoconjunctivitis	ICD10 B30.0: epidemic keratoconjunctivitis	MONDO_0001615	epidemic keratoconjunctivitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B33.0	-	ICD10 B33.0 epidemic pleurodynia	ICD10 B33.0: epidemic pleurodynia	EFO_0007259	epidemic pleurodynia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B33.22	-	ICD10 B33.22 viral myocarditis	ICD10 B33.22: viral myocarditis	MONDO_0023161	viral myocarditis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B33.23	-	ICD10 B33.23 viral pericarditis	ICD10 B33.23: viral pericarditis	MONDO_0023164	viral pericarditis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B35.0	-	ICD10 B35.0 dermatophytosis of scalp or beard	ICD10 B35.0: dermatophytosis of scalp or beard	MONDO_0002967	dermatophytosis of scalp or beard	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B35.1	-	ICD10 B35.1 tinea unguium	ICD10 B35.1: tinea unguium	MONDO_0001628	tinea unguium	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B35.2	-	ICD10 B35.2 tinea manuum	ICD10 B35.2: tinea manuum	MONDO_0001699	tinea manuum	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B35.3	-	ICD10 B35.3 tinea pedis	ICD10 B35.3: tinea pedis	EFO_0007512	tinea pedis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B36.0	-	ICD10 B36.0 pityriasis versicolor	ICD10 B36.0: pityriasis versicolor	EFO_0007439	pityriasis versicolor	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B36.3	-	ICD10 B36.3 black piedra	ICD10 B36.3: black piedra	EFO_0007171	black piedra	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B37.3	-	ICD10 B37.3 vulvovaginal candidiasis	ICD10 B37.3: vulvovaginal candidiasis	EFO_0007543	vulvovaginal candidiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B37.7	-	ICD10 B37.7 disseminated candidiasis	ICD10 B37.7: disseminated candidiasis	MONDO_0042233	disseminated candidiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B38	-	ICD10 B38 coccidioidomycosis	ICD10 B38: coccidioidomycosis	EFO_0007211	coccidioidomycosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B39	-	ICD10 B39 histoplasmosis	ICD10 B39: histoplasmosis	EFO_0007310	histoplasmosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B40	-	ICD10 B40 blastomycosis	ICD10 B40: blastomycosis	EFO_0007174	blastomycosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B41	-	ICD10 B41 paracoccidioidomycosis	ICD10 B41: paracoccidioidomycosis	EFO_0007417	paracoccidioidomycosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B42	-	ICD10 B42 sporotrichosis	ICD10 B42: sporotrichosis	EFO_0007494	sporotrichosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B42.7	-	ICD10 B42.7 disseminated sporotrichosis	ICD10 B42.7: disseminated sporotrichosis	MONDO_0042484	disseminated sporotrichosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B44.81	-	ICD10 B44.81 allergic bronchopulmonary aspergillosis	ICD10 B44.81: allergic bronchopulmonary aspergillosis	EFO_0007140	allergic bronchopulmonary aspergillosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B45	-	ICD10 B45 cryptococcosis	ICD10 B45: cryptococcosis	EFO_0007229	cryptococcosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B46	-	ICD10 B46 mucormycosis	ICD10 B46: mucormycosis	EFO_0007380	mucormycosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B47	-	ICD10 B47 eumycotic mycetoma	ICD10 B47: eumycotic mycetoma	EFO_0007265	eumycotic mycetoma	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B47.0	-	ICD10 B47.0 eumycotic mycetoma	ICD10 B47.0: eumycotic mycetoma	EFO_0007265	eumycotic mycetoma	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B48.0	-	ICD10 B48.0 lobomycosis	ICD10 B48.0: lobomycosis	EFO_1001805	lobomycosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B48.1	-	ICD10 B48.1 rhinosporidiosis	ICD10 B48.1: rhinosporidiosis	EFO_0007471	rhinosporidiosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B48.3	-	ICD10 B48.3 geotrichosis	ICD10 B48.3: geotrichosis	EFO_0007284	geotrichosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B51	-	ICD10 B51 Plasmodium vivax malaria	ICD10 B51: Plasmodium vivax malaria	EFO_0007445	Plasmodium vivax malaria	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B53	-	ICD10 B53 malaria	ICD10 B53: malaria	EFO_0001068	malaria	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B53.0	-	ICD10 B53.0 malaria	ICD10 B53.0: malaria	EFO_0001068	malaria	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B55	-	ICD10 B55 Leishmaniasis	ICD10 B55: Leishmaniasis	EFO_0005044	Leishmaniasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B55.0	-	ICD10 B55.0 visceral Leishmaniasis	ICD10 B55.0: visceral Leishmaniasis	EFO_0005045	visceral Leishmaniasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B55.1	-	ICD10 B55.1 cutaneous Leishmaniasis	ICD10 B55.1: cutaneous Leishmaniasis	EFO_0005046	cutaneous Leishmaniasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B55.2	-	ICD10 B55.2 mucocutaneous Leishmaniasis	ICD10 B55.2: mucocutaneous Leishmaniasis	EFO_0007379	mucocutaneous Leishmaniasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B56	-	ICD10 B56 trypanosomiasis	ICD10 B56: trypanosomiasis	MONDO_0000940	trypanosomiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B57	-	ICD10 B57 Chagas disease	ICD10 B57: Chagas disease	MONDO_0001444	Chagas disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B57.0	-	ICD10 B57.0 American trypanosomiasis	ICD10 B57.0: American trypanosomiasis	EFO_0008559	American trypanosomiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B57.1	-	ICD10 B57.1 American trypanosomiasis	ICD10 B57.1: American trypanosomiasis	EFO_0008559	American trypanosomiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B57.2	-	ICD10 B57.2 American trypanosomiasis	ICD10 B57.2: American trypanosomiasis	EFO_0008559	American trypanosomiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B57.3	-	ICD10 B57.3 American trypanosomiasis	ICD10 B57.3: American trypanosomiasis	EFO_0008559	American trypanosomiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B57.4	-	ICD10 B57.4 American trypanosomiasis	ICD10 B57.4: American trypanosomiasis	EFO_0008559	American trypanosomiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B57.5	-	ICD10 B57.5 American trypanosomiasis	ICD10 B57.5: American trypanosomiasis	EFO_0008559	American trypanosomiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B58	-	ICD10 B58 toxoplasmosis	ICD10 B58: toxoplasmosis	EFO_0007517	toxoplasmosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B59	-	ICD10 B59 pneumocystosis	ICD10 B59: pneumocystosis	EFO_0007448	pneumocystosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B60.0	-	ICD10 B60.0 babesiosis	ICD10 B60.0: babesiosis	EFO_0007162	babesiosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B65.0	-	ICD10 B65.0 urinary schistosomiasis	ICD10 B65.0: urinary schistosomiasis	EFO_0007530	urinary schistosomiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B65.1	-	ICD10 B65.1 Schistosomiasis mansoni	ICD10 B65.1: Schistosomiasis mansoni	EFO_1001420	Schistosomiasis mansoni	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B66	-	ICD10 B66 Helminthiasis	ICD10 B66: Helminthiasis	EFO_1001342	Helminthiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B66.0	-	ICD10 B66.0 opisthorchiasis	ICD10 B66.0: opisthorchiasis	EFO_0007404	opisthorchiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B66.1	-	ICD10 B66.1 clonorchiasis	ICD10 B66.1: clonorchiasis	EFO_0007210	clonorchiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	B66.3	-	ICD10 B66.3 Fascioliasis	ICD10 B66.3: Fascioliasis	EFO_1001324	Fascioliasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
