trait	uri
"facial morphology"	"http://www.ebi.ac.uk/efo/EFO_0004743"
"carbohydrate measurement"	"http://www.ebi.ac.uk/efo/EFO_0004998"
"N-glycan measurement"	"http://www.ebi.ac.uk/efo/EFO_0004999"
"leptin measurement"	"http://www.ebi.ac.uk/efo/EFO_0005000"
"matrix metalloproteinase measurement"	"http://www.ebi.ac.uk/efo/EFO_0004744"
"NT-proBNP measurement"	"http://www.ebi.ac.uk/efo/EFO_0004745"
"lipoprotein-associated phospholipase A(2) measurement"	"http://www.ebi.ac.uk/efo/EFO_0004746"
"protein measurement"	"http://www.ebi.ac.uk/efo/EFO_0004747"
"C-C motif chemokine 2 level"	"http://purl.obolibrary.org/obo/OBA_2045327"
"t-tau measurement"	"http://www.ebi.ac.uk/efo/EFO_0004760"
"uric acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0004761"
"p-tau measurement"	"http://www.ebi.ac.uk/efo/EFO_0004763"
"adipose amount"	"http://purl.obolibrary.org/obo/OBA_VT0005452"
"ovarian reserve"	"http://www.ebi.ac.uk/efo/EFO_0004770"
"visual cortical surface area measurement"	"http://www.ebi.ac.uk/efo/EFO_0004771"
"early onset hypertension"	"http://purl.obolibrary.org/obo/MONDO_0005430"
"toxic epidermal necrolysis"	"http://purl.obolibrary.org/obo/MONDO_0019810"
"alcohol and nicotine codependence"	"http://purl.obolibrary.org/obo/MONDO_0005432"
"alcohol withdrawal"	"http://purl.obolibrary.org/obo/MONDO_0005433"
"self rated health"	"http://www.ebi.ac.uk/efo/EFO_0004778"
"CHAOS measure"	"http://www.ebi.ac.uk/efo/EFO_0004779"
"behavior trait"	"http://purl.obolibrary.org/obo/OBA_VT0010442"
"self reported educational attainment"	"http://www.ebi.ac.uk/efo/EFO_0004784"
"South Texas Assessment of Neurocognition"	"http://www.ebi.ac.uk/efo/EFO_0004785"
"atrial natriuretic factor measurement"	"http://www.ebi.ac.uk/efo/EFO_0004789"
"CD40 ligand measurement"	"http://www.ebi.ac.uk/efo/EFO_0004790"
"tissue plasminogen activator amount"	"http://purl.obolibrary.org/obo/OBA_2050207"
"plasminogen activator inhibitor 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004792"
"response to fenofibrate"	"http://purl.obolibrary.org/obo/GO_1901557"
"skin sensitivity to sun"	"http://purl.obolibrary.org/obo/MONDO_0005434"
"copy number variation"	"http://www.ebi.ac.uk/efo/EFO_0004798"
"type 2 diabetes mellitus"	"http://purl.obolibrary.org/obo/MONDO_0005148"
"age-related macular degeneration"	"http://purl.obolibrary.org/obo/MONDO_0005150"
"plasma cell myeloma"	"http://purl.obolibrary.org/obo/MONDO_0009693"
"cirrhosis of liver"	"http://purl.obolibrary.org/obo/MONDO_0005155"
"coronary artery disorder"	"http://purl.obolibrary.org/obo/MONDO_0005010"
"prostate carcinoma"	"http://purl.obolibrary.org/obo/MONDO_0005159"
"cardiac hypertrophy"	"http://www.ebi.ac.uk/efo/EFO_0002503"
osteoarthritis	"http://purl.obolibrary.org/obo/MONDO_0005178"
"Parkinson disease"	"http://purl.obolibrary.org/obo/MONDO_0005180"
"AIDS dementia complex"	"http://purl.obolibrary.org/obo/MONDO_0020689"
"juvenile idiopathic arthritis"	"http://purl.obolibrary.org/obo/MONDO_0011429"
"Insulin resistance"	"http://purl.obolibrary.org/obo/HP_0000855"
"exocrine pancreatic carcinoma"	"http://purl.obolibrary.org/obo/MONDO_0005192"
"peripartum cardiomyopathy"	"http://purl.obolibrary.org/obo/MONDO_0018920"
"atopic IgE-mediated allergic disorder"	"http://purl.obolibrary.org/obo/MONDO_0005202"
"systemic lupus erythematosus"	"http://purl.obolibrary.org/obo/MONDO_0007915"
"thyroid gland carcinoma"	"http://purl.obolibrary.org/obo/MONDO_0015075"
"carcinoma of esophagus"	"http://purl.obolibrary.org/obo/MONDO_0019086"
"non-small cell lung carcinoma"	"http://purl.obolibrary.org/obo/MONDO_0005233"
"kidney disorder"	"http://purl.obolibrary.org/obo/MONDO_0005240"
"metabolic dysfunction-associated steatotic liver disease"	"http://purl.obolibrary.org/obo/MONDO_0013209"
"Pick disease"	"http://purl.obolibrary.org/obo/MONDO_0008243"
"peripheral neuropathy"	"http://purl.obolibrary.org/obo/MONDO_0005244"
"essential tremor"	"http://purl.obolibrary.org/obo/MONDO_0003233"
"heart failure"	"http://purl.obolibrary.org/obo/MONDO_0005252"
"ankle brachial index"	"http://www.ebi.ac.uk/efo/EFO_0003912"
"autism spectrum disorder 1"	"http://purl.obolibrary.org/obo/MONDO_0100610"
autism	"http://purl.obolibrary.org/obo/MONDO_0005260"
"vitamin D deficiency"	"http://www.ebi.ac.uk/efo/EFO_0003762"
"inflammatory bowel disease"	"http://purl.obolibrary.org/obo/MONDO_0005265"
"nicotine dependence"	"http://purl.obolibrary.org/obo/MONDO_0008575"
"diabetic retinopathy"	"http://purl.obolibrary.org/obo/MONDO_0005266"
"visceral adipose tissue quantity"	"http://purl.obolibrary.org/obo/OBA_2045224"
"psoriatic arthritis"	"http://purl.obolibrary.org/obo/MONDO_0011849"
"Behcet disease"	"http://purl.obolibrary.org/obo/MONDO_0007191"
"carotid artery disorder"	"http://purl.obolibrary.org/obo/MONDO_0005269"
"Abnormality of skin pigmentation"	"http://purl.obolibrary.org/obo/HP_0001000"
"dental caries"	"http://purl.obolibrary.org/obo/MONDO_0005276"
"migraine disorder"	"http://purl.obolibrary.org/obo/MONDO_0005277"
"alcohol dependence"	"http://purl.obolibrary.org/obo/MONDO_0007079"
"inflammatory response"	"http://purl.obolibrary.org/obo/GO_0006954"
Pain	"http://purl.obolibrary.org/obo/HP_0012531"
"Intellectual disability"	"http://purl.obolibrary.org/obo/HP_0001249"
rhabdomyolysis	"http://www.ebi.ac.uk/efo/EFO_0003867"
"oral cavity neoplasm"	"http://purl.obolibrary.org/obo/MONDO_0021245"
"surfactant protein D measurement"	"http://www.ebi.ac.uk/efo/EFO_0005081"
"brain aneurysm"	"http://purl.obolibrary.org/obo/MONDO_0005291"
osteoporosis	"http://purl.obolibrary.org/obo/MONDO_0005298"
"chronic kidney disease"	"http://purl.obolibrary.org/obo/MONDO_0005300"
"multiple sclerosis"	"http://purl.obolibrary.org/obo/MONDO_0005301"
"attention deficit-hyperactivity disorder"	"http://purl.obolibrary.org/obo/MONDO_0007743"
"functional laterality"	"http://www.ebi.ac.uk/efo/EFO_0003889"
"drug dependence"	"http://purl.obolibrary.org/obo/MONDO_0005303"
"pulmonary function measurement"	"http://www.ebi.ac.uk/efo/EFO_0003892"
"ankylosing spondylitis"	"http://purl.obolibrary.org/obo/MONDO_0005306"
"Abnormality of refraction"	"http://purl.obolibrary.org/obo/HP_0000539"
atherosclerosis	"http://purl.obolibrary.org/obo/MONDO_0005311"
"bone density"	"http://purl.obolibrary.org/obo/OBA_1000110"
"hair color"	"http://www.ebi.ac.uk/efo/EFO_0003924"
"neuropsychological test"	"http://www.ebi.ac.uk/efo/EFO_0003926"
"Fuchs endothelial corneal dystrophy"	"http://www.orpha.net/ORDO/Orphanet_98974"
personality	"http://www.ebi.ac.uk/efo/EFO_0003947"
"eye color"	"http://www.ebi.ac.uk/efo/EFO_0003949"
"seasonal allergic rhinitis"	"http://purl.obolibrary.org/obo/MONDO_0005324"
sunburn	"http://purl.obolibrary.org/obo/MONDO_0005326"
"cleft lip"	"http://www.ebi.ac.uk/efo/EFO_0003959"
freckles	"http://www.ebi.ac.uk/efo/EFO_0003963"
"open-angle glaucoma"	"http://purl.obolibrary.org/obo/MONDO_0005338"
"androgenetic alopecia"	"http://purl.obolibrary.org/obo/MONDO_0005339"
"alopecia areata"	"http://purl.obolibrary.org/obo/MONDO_0005340"
"basal cell carcinoma"	"http://purl.obolibrary.org/obo/MONDO_0020804"
"IgA glomerulonephritis"	"http://purl.obolibrary.org/obo/MONDO_0005342"
"hepatitis B virus infection"	"http://purl.obolibrary.org/obo/MONDO_0005344"
"pathological myopia"	"http://www.ebi.ac.uk/efo/EFO_0004207"
vitiligo	"http://purl.obolibrary.org/obo/MONDO_0008661"
gallstones	"http://purl.obolibrary.org/obo/MONDO_0005346"
hypertriglyceridemia	"http://purl.obolibrary.org/obo/MONDO_0005347"
keloid	"http://purl.obolibrary.org/obo/MONDO_0005348"
otosclerosis	"http://purl.obolibrary.org/obo/MONDO_0005349"
"abdominal aortic aneurysm"	"http://purl.obolibrary.org/obo/MONDO_0005350"
"anorexia nervosa"	"http://purl.obolibrary.org/obo/MONDO_0005351"
"conduct disorder"	"http://purl.obolibrary.org/obo/MONDO_0005352"
"chronic hepatitis C virus infection"	"http://purl.obolibrary.org/obo/MONDO_0005354"
"Attached earlobe"	"http://purl.obolibrary.org/obo/HP_0009907"
Astigmatism	"http://purl.obolibrary.org/obo/HP_0000483"
"coronary restenosis"	"http://purl.obolibrary.org/obo/MONDO_0005355"
"coronary vasospasm"	"http://purl.obolibrary.org/obo/MONDO_0005356"
"Creutzfeldt Jacob disease"	"http://purl.obolibrary.org/obo/MONDO_0005357"
"Dengue hemorrhagic fever"	"http://purl.obolibrary.org/obo/MONDO_0005358"
"drug-induced liver injury"	"http://purl.obolibrary.org/obo/MONDO_0005359"
"Dupuytren Contracture"	"http://www.ebi.ac.uk/efo/EFO_0004229"
"endometrial neoplasm"	"http://www.ebi.ac.uk/efo/EFO_0004230"
"erectile dysfunction"	"http://purl.obolibrary.org/obo/MONDO_0005362"
"exfoliation syndrome"	"http://purl.obolibrary.org/obo/MONDO_0008327"
"focal segmental glomerulosclerosis"	"http://purl.obolibrary.org/obo/MONDO_0100313"
"hearing loss disorder"	"http://purl.obolibrary.org/obo/MONDO_0005365"
"heroin dependence"	"http://purl.obolibrary.org/obo/MONDO_0005367"
"obsessive-compulsive disorder"	"http://purl.obolibrary.org/obo/MONDO_0008114"
"carcinoid tumor"	"http://purl.obolibrary.org/obo/MONDO_0005369"
"response to antimicrotubule agent"	"http://www.ebi.ac.uk/efo/EFO_0005260"
"response to doxorubicin"	"http://purl.obolibrary.org/obo/GO_1902520"
"response to 4'-epidoxorubicin"	"http://purl.obolibrary.org/obo/GO_1902522"
"response to etoposide"	"http://purl.obolibrary.org/obo/GO_1902521"
dermatomyositis	"http://purl.obolibrary.org/obo/MONDO_0016367"
"esophageal adenocarcinoma"	"http://purl.obolibrary.org/obo/MONDO_0005028"
"cocaine dependence"	"http://purl.obolibrary.org/obo/MONDO_0005186"
"follicle stimulating hormone measurement"	"http://www.ebi.ac.uk/efo/EFO_0004768"
"orthostatic hypotension"	"http://purl.obolibrary.org/obo/MONDO_0005469"
"sex ratio"	"http://www.ebi.ac.uk/efo/EFO_0004820"
"perception of facial expression"	"http://www.ebi.ac.uk/efo/EFO_0004823"
"anti-neutrophil antibody associated vasculitis"	"http://purl.obolibrary.org/obo/MONDO_0005435"
"economic and social preference"	"http://www.ebi.ac.uk/efo/EFO_0004827"
"trait in response to irinotecan"	"http://purl.obolibrary.org/obo/OBA_2040128"
"RR interval"	"http://www.ebi.ac.uk/efo/EFO_0004831"
"optic disc size trait"	"http://purl.obolibrary.org/obo/OBA_VT0006216"
"neutrophil count"	"http://www.ebi.ac.uk/efo/EFO_0004833"
"nitric oxide exhalation measurement"	"http://www.ebi.ac.uk/efo/EFO_0005536"
"triple-negative breast carcinoma"	"http://purl.obolibrary.org/obo/MONDO_0005494"
"thrombin generation potential measurement"	"http://www.ebi.ac.uk/efo/EFO_0005538"
cholelithiasis	"http://purl.obolibrary.org/obo/MONDO_0012672"
"frontal theta oscillation measurement"	"http://www.ebi.ac.uk/efo/EFO_0004800"
"response to candesartan"	"http://purl.obolibrary.org/obo/GO_1901556"
"male fertility"	"http://www.ebi.ac.uk/efo/EFO_0004803"
"formal thought disorder"	"http://www.ebi.ac.uk/efo/EFO_0004805"
"asbestos exposure measurement"	"http://www.ebi.ac.uk/efo/EFO_0004806"
"short sleep"	"http://www.ebi.ac.uk/efo/EFO_0004807"
"L lactate dehydrogenase measurement"	"http://www.ebi.ac.uk/efo/EFO_0004808"
"fructose-bisphosphate aldolase measurement"	"http://www.ebi.ac.uk/efo/EFO_0004809"
"interleukin-6 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004810"
"interleukin-8 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004811"
"interstitial lung disease"	"http://purl.obolibrary.org/obo/MONDO_0015925"
"Kawasaki disease"	"http://purl.obolibrary.org/obo/MONDO_0012727"
"mood disorder"	"http://purl.obolibrary.org/obo/MONDO_0005371"
"migraine with aura"	"http://purl.obolibrary.org/obo/MONDO_0005475"
"chronic hepatitis B virus infection"	"http://purl.obolibrary.org/obo/MONDO_0005366"
"granulomatosis with polyangiitis"	"http://purl.obolibrary.org/obo/MONDO_0012105"
"allergic disease"	"http://purl.obolibrary.org/obo/MONDO_0005271"
"non-word reading"	"http://www.ebi.ac.uk/efo/EFO_0005299"
"allergic sensitization measurement"	"http://www.ebi.ac.uk/efo/EFO_0005298"
"axial length measurement"	"http://www.ebi.ac.uk/efo/EFO_0005318"
"contact dermatitis due to nickel"	"http://purl.obolibrary.org/obo/MONDO_0005481"
"molar-incisor hypomineralization"	"http://www.ebi.ac.uk/efo/EFO_0005321"
"callous-unemotional behaviour"	"http://www.ebi.ac.uk/efo/EFO_0005322"
"post-operative sensory disturbance"	"http://www.ebi.ac.uk/efo/EFO_0005324"
mesothelioma	"http://purl.obolibrary.org/obo/MONDO_0005065"
"response to angiotensin-converting enzyme inhibitor"	"http://www.ebi.ac.uk/efo/EFO_0005325"
"B-cell acute lymphoblastic leukemia"	"http://purl.obolibrary.org/obo/MONDO_0004947"
"invasive lobular breast carcinoma"	"http://purl.obolibrary.org/obo/MONDO_0005051"
acne	"http://purl.obolibrary.org/obo/MONDO_0011438"
"spinal fracture"	"http://purl.obolibrary.org/obo/MONDO_0005309"
"maximal midexpiratory flow rate"	"http://www.ebi.ac.uk/efo/EFO_0004313"
"torsades de pointes"	"http://purl.obolibrary.org/obo/MONDO_0005478"
"response to high sodium diet"	"http://www.ebi.ac.uk/efo/EFO_0005401"
"response to low sodium diet"	"http://www.ebi.ac.uk/efo/EFO_0005402"
"response to dietary potassium supplementation"	"http://www.ebi.ac.uk/efo/EFO_0005403"
"response to cold pressor test"	"http://www.ebi.ac.uk/efo/EFO_0005404"
"response to antihypertensive drug"	"http://www.ebi.ac.uk/efo/EFO_0005405"
"psychotic disorder"	"http://purl.obolibrary.org/obo/MONDO_0005485"
"pyroglutamine measurement"	"http://www.ebi.ac.uk/efo/EFO_0005408"
"tooth agenesis"	"http://purl.obolibrary.org/obo/MONDO_0005486"
"schizoaffective disorder"	"http://purl.obolibrary.org/obo/MONDO_0005487"
"joint damage measurement"	"http://www.ebi.ac.uk/efo/EFO_0005413"
"airway hyperresponsiveness"	"http://www.ebi.ac.uk/efo/EFO_0005414"
"serum alpha-1-antitrypsin amount"	"http://purl.obolibrary.org/obo/OBA_2050075"
"response to mTOR inhibitor"	"http://www.ebi.ac.uk/efo/EFO_0005417"
"contrast sensitivity measurement"	"http://www.ebi.ac.uk/efo/EFO_0005419"
"grey matter volume measurement"	"http://www.ebi.ac.uk/efo/EFO_0005420"
"serum homoarginine amount"	"http://purl.obolibrary.org/obo/OBA_2050056"
"skin aging"	"http://www.ebi.ac.uk/efo/EFO_0005422"
"adolescent idiopathic scoliosis"	"http://purl.obolibrary.org/obo/MONDO_0005488"
dyslexia	"http://purl.obolibrary.org/obo/MONDO_0005489"
"specific language impairment 5"	"http://purl.obolibrary.org/obo/MONDO_0014184"
"social communication impairment"	"http://www.ebi.ac.uk/efo/EFO_0005427"
"borderline personality disorder symptom"	"http://www.ebi.ac.uk/efo/EFO_0005429"
"nicotine use"	"http://www.ebi.ac.uk/efo/EFO_0005430"
"illegal drug consumption"	"http://www.ebi.ac.uk/efo/EFO_0005431"
"non-substance related disinhibited behaviour"	"http://www.ebi.ac.uk/efo/EFO_0005432"
"mesial temporal lobe epilepsy with hippocampal sclerosis"	"http://purl.obolibrary.org/obo/MONDO_0020476"
"interleukin-1 beta measurement"	"http://www.ebi.ac.uk/efo/EFO_0004812"
"alpha globulin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004813"
"obesity disorder"	"http://purl.obolibrary.org/obo/MONDO_0011122"
"ovarian carcinoma"	"http://purl.obolibrary.org/obo/MONDO_0005140"
"sporadic amyotrophic lateral sclerosis"	"http://purl.obolibrary.org/obo/MONDO_0005145"
"type 1 diabetes mellitus"	"http://purl.obolibrary.org/obo/MONDO_0005147"
"neuromyelitis optica"	"http://purl.obolibrary.org/obo/MONDO_0019100"
"neurotic disorder"	"http://purl.obolibrary.org/obo/MONDO_0005379"
osteonecrosis	"http://purl.obolibrary.org/obo/MONDO_0005380"
"bone Paget disease"	"http://purl.obolibrary.org/obo/MONDO_0005382"
"panic disorder"	"http://purl.obolibrary.org/obo/MONDO_0005383"
"focal epilepsy"	"http://purl.obolibrary.org/obo/MONDO_0005384"
"peripheral arterial disease"	"http://purl.obolibrary.org/obo/MONDO_0005386"
"primary ovarian failure"	"http://purl.obolibrary.org/obo/MONDO_0005387"
"biliary liver cirrhosis"	"http://www.ebi.ac.uk/efo/EFO_0004267"
"sclerosing cholangitis"	"http://purl.obolibrary.org/obo/MONDO_0018646"
"cardiac arrhythmia"	"http://www.ebi.ac.uk/efo/EFO_0004269"
"restless legs syndrome"	"http://purl.obolibrary.org/obo/MONDO_0005391"
"anemia (phenotype)"	"http://www.ebi.ac.uk/efo/EFO_0004272"
scoliosis	"http://purl.obolibrary.org/obo/MONDO_0005392"
gout	"http://purl.obolibrary.org/obo/MONDO_0005393"
"Stevens-Johnson syndrome"	"http://purl.obolibrary.org/obo/MONDO_0018229"
"sudden cardiac arrest"	"http://www.ebi.ac.uk/efo/EFO_0004278"
suntan	"http://www.ebi.ac.uk/efo/EFO_0004279"
"response to morphine"	"http://purl.obolibrary.org/obo/GO_0043278"
"serum carcinoembryonic antigen measurement"	"http://www.ebi.ac.uk/efo/EFO_0005760"
"lupus nephritis"	"http://purl.obolibrary.org/obo/MONDO_0005556"
"neuropathic pain"	"http://www.ebi.ac.uk/efo/EFO_0005762"
"pulse pressure measurement"	"http://www.ebi.ac.uk/efo/EFO_0005763"
"response to haloperidol"	"http://purl.obolibrary.org/obo/GO_1905119"
"skin fluorescence trait"	"http://purl.obolibrary.org/obo/OBA_2050203"
"rheumatoid factor measurement"	"http://www.ebi.ac.uk/efo/EFO_0005767"
"response to rate control therapy"	"http://www.ebi.ac.uk/efo/EFO_0005768"
"movement disorder"	"http://purl.obolibrary.org/obo/MONDO_0005395"
"testicular cancer"	"http://purl.obolibrary.org/obo/MONDO_0005447"
"thoracic aortic aneurysm"	"http://purl.obolibrary.org/obo/MONDO_0005396"
"upper aerodigestive tract neoplasm"	"http://purl.obolibrary.org/obo/MONDO_0005398"
albuminuria	"http://www.ebi.ac.uk/efo/EFO_0004285"
"venous thromboembolism"	"http://purl.obolibrary.org/obo/MONDO_0005399"
"ventricular fibrillation"	"http://purl.obolibrary.org/obo/MONDO_0000190"
"complement C3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004983"
"complement C4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004984"
"intervertebral disk degenerative disorder"	"http://purl.obolibrary.org/obo/MONDO_0011385"
"total blood protein measurement"	"http://www.ebi.ac.uk/efo/EFO_0004536"
"hippocampal volume"	"http://www.ebi.ac.uk/efo/EFO_0005035"
"platelet quantity"	"http://purl.obolibrary.org/obo/OBA_VT0003179"
"bulb of aorta size"	"http://purl.obolibrary.org/obo/OBA_0005483"
"hair morphology"	"http://www.ebi.ac.uk/efo/EFO_0005038"
"hippocampal atrophy"	"http://www.ebi.ac.uk/efo/EFO_0005039"
"survival time"	"http://www.ebi.ac.uk/efo/EFO_0000714"
"insulin sensitivity measurement"	"http://www.ebi.ac.uk/efo/EFO_0004471"
"CCL11 measurement"	"http://www.ebi.ac.uk/efo/EFO_0005188"
"C-peptide measurement"	"http://www.ebi.ac.uk/efo/EFO_0005187"
"respiratory quotient"	"http://www.ebi.ac.uk/efo/EFO_0005189"
"urinary nitrogen measurement"	"http://www.ebi.ac.uk/efo/EFO_0005190"
"waist height ratio"	"http://www.ebi.ac.uk/efo/EFO_0005191"
"age at death"	"http://www.ebi.ac.uk/efo/EFO_0005056"
"interleukin 10 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004750"
"interleukin 12 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004753"
"interleukin 1 receptor antagonist measurement"	"http://www.ebi.ac.uk/efo/EFO_0004754"
"C-C motif chemokine 4 level"	"http://purl.obolibrary.org/obo/OBA_2045334"
"blood parathyroid hormone amount"	"http://purl.obolibrary.org/obo/OBA_VT0002903"
"myoglobin measurement"	"http://www.ebi.ac.uk/efo/EFO_0005057"
"tyrosine measurement"	"http://www.ebi.ac.uk/efo/EFO_0005058"
"acylcarnitine measurement"	"http://www.ebi.ac.uk/efo/EFO_0005059"
"CC16 measurement"	"http://www.ebi.ac.uk/efo/EFO_0005080"
"entorhinal cortical volume"	"http://www.ebi.ac.uk/efo/EFO_0005092"
"hip circumference"	"http://purl.obolibrary.org/obo/OBA_1000032"
"monocyte count"	"http://www.ebi.ac.uk/efo/EFO_0005091"
"P wave duration"	"http://www.ebi.ac.uk/efo/EFO_0005094"
"PR segment"	"http://www.ebi.ac.uk/efo/EFO_0005095"
"whole-brain volume"	"http://www.ebi.ac.uk/efo/EFO_0005089"
"factor VIII measurement"	"http://www.ebi.ac.uk/efo/EFO_0004630"
HOMA-B	"http://www.ebi.ac.uk/efo/EFO_0004469"
HOMA-IR	"http://www.ebi.ac.uk/efo/EFO_0004501"
"IGF-1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004627"
"protein S measurement"	"http://www.ebi.ac.uk/efo/EFO_0004637"
"response to clozapine"	"http://purl.obolibrary.org/obo/GO_0097338"
"response to olanzapine"	"http://purl.obolibrary.org/obo/GO_0097333"
"5-HIAA measurement"	"http://www.ebi.ac.uk/efo/EFO_0005132"
"albumin:globulin ratio measurement"	"http://www.ebi.ac.uk/efo/EFO_0005128"
